applicant_id,age,gender,marital_status,education_level,family_size,dependents,employment_type,monthly_income,district,urban_rural,land_ownership_acres,house_ownership,vehicle_ownership,livestock_count,bank_account,mobile_banking_user,mobile_payment_score,existing_loans,existing_debt_amount,electricity_payment_history,village_savings_member,guarantor_available,gn_recommendation,previous_mfi_loans,previous_default,loan_amount_requested,loan_purpose,loan_term_months,debt_to_income_ratio,loan_to_income_ratio,employment_stability_score,monthly_payment,payment_to_income_ratio,default
APP000450,43,Female,Married,O/L Passed,5,3,Self-Employed,62653,Kandy,Rural,0.5,Family,Motorcycle,0,1,1,622,0,0,27,0,0,1,0,0,100000,Business,48,0.0,1.5960927649114967,0.75,2937.5,0.04688522496927521,0
APP000451,30,Male,Single,Diploma,7,0,Self-Employed,60950,Matara,Urban,1.0,Own,Bicycle,0,1,0,596,1,97771,25,1,1,0,1,0,50000,Education,12,1.604118129614438,0.8203445447087777,0.6944444444444444,4584.0,0.07520918785890074,1
APP000452,25,Female,Widowed,Grade 5-8,4,2,Self-Employed,28916,Galle,Urban,0.5,Own,Three-wheeler,0,1,1,495,1,236198,21,1,1,0,0,0,200000,Wedding,18,8.168418868446535,6.916585973163646,0.5833333333333334,12761.16,0.44131830128648497,1
APP000453,56,Female,Married,Grade 9-10,7,3,Self-Employed,85911,Kegalle,Rural,10.0,Own,None,0,1,1,721,0,0,10,1,1,1,0,0,300000,Medical,6,0.0,3.4919858923769946,0.2777777777777778,52657.56,0.6129315221566505,0
APP000454,54,Female,Married,Grade 9-10,7,3,Farmer,49449,Trincomalee,Rural,0.25,Family,Three-wheeler,4,1,1,505,0,0,0,1,0,1,0,0,25000,Debt Consolidation,36,0.0,0.5055713967926551,0.0,903.81,0.018277619365406783,1
APP000455,51,Female,Married,Degree,6,2,Permanent,119333,Batticaloa,Rural,0.75,Own,Three-wheeler,0,1,0,673,1,216549,4,1,1,0,0,0,500000,Wedding,12,1.8146614934678589,4.189955837865469,0.1111111111111111,45840.0,0.3841351512155062,1
APP000456,30,Female,Married,O/L Passed,6,0,Permanent,50782,Matale,Rural,1.0,Rent,Motorcycle,0,1,1,730,0,0,35,0,1,1,0,0,500000,Housing,18,0.0,9.846008428183215,0.9722222222222222,31902.89,0.628232247646804,0
APP000457,39,Female,Married,A/L Passed,6,1,Farmer,45028,Vavuniya,Urban,0.25,Own,Three-wheeler,3,1,1,778,1,137602,1,0,0,0,0,0,300000,Debt Consolidation,48,3.0559207604157415,6.662521097983477,0.027777777777777776,8812.5,0.19571155725326464,1
APP000458,52,Male,Married,A/L Passed,2,3,Permanent,50243,Kandy,Urban,1.5,Family,Motorcycle,0,1,1,672,0,0,5,1,1,0,1,0,25000,Education,36,0.0,0.49758175268196564,0.1388888888888889,903.81,0.017988774555659493,0
APP000459,21,Female,Married,Grade 9-10,4,2,Daily Wage,30070,Badulla,Rural,0.5,Rent,Motorcycle,0,1,1,709,0,0,26,1,1,0,0,0,50000,Emergency,18,0.0,1.6627868307283007,0.7222222222222222,3190.29,0.1060954439640838,1
APP000460,25,Male,Married,Grade 9-10,4,0,Daily Wage,17012,Trincomalee,Rural,0.25,Own,Motorcycle,0,0,1,572,0,0,25,0,1,1,2,1,150000,Emergency,48,0.0,8.817305431460145,0.6944444444444444,4406.25,0.2590083470491418,1
APP000461,24,Male,Married,Grade 9-10,6,4,Permanent,60740,Badulla,Rural,0.0,Own,Bicycle,0,0,1,593,0,0,34,0,0,1,0,1,150000,Medical,12,0.0,2.4695423114916037,0.9444444444444444,13752.0,0.2264076391175502,1
APP000462,36,Male,Married,O/L Passed,5,1,Permanent,144944,Trincomalee,Urban,0.0,Family,Motorcycle,0,0,1,850,0,0,12,0,1,1,0,1,300000,Business,18,0.0,2.069764874710233,0.3333333333333333,19141.73,0.1320629346506237,1
APP000463,44,Male,Married,Grade 9-10,2,2,Self-Employed,39984,Mullaitivu,Urban,0.75,Own,None,0,1,1,478,0,0,11,0,0,1,2,0,150000,Medical,6,0.0,3.751500600240096,0.3055555555555556,26328.78,0.6584828931572628,1
APP000464,36,Female,Single,Grade 5-8,5,2,Self-Employed,20050,Mullaitivu,Rural,2.0,Family,Bicycle,0,0,1,850,0,0,17,1,0,0,0,0,150000,Debt Consolidation,6,0.0,7.4812967581047385,0.4722222222222222,26328.78,1.3131561097256856,1
APP000465,22,Female,Married,Diploma,3,2,Casual,21590,Trincomalee,Rural,0.0,Own,None,0,1,1,732,0,0,5,0,1,1,1,0,75000,Business,12,0.0,3.4738304770727186,0.1388888888888889,6876.0,0.3184807781380269,1
APP000466,48,Female,Single,Degree,4,3,Farmer,58205,Matara,Rural,0.0,Rent,None,5,1,0,542,0,0,27,0,1,1,0,0,25000,Education,48,0.0,0.42951636457349024,0.75,734.37,0.012616957306073361,1
APP000467,52,Male,Single,Grade 9-10,4,4,Self-Employed,35162,Gampaha,Rural,0.0,Own,Bicycle,0,1,0,664,1,121184,27,0,0,0,0,0,150000,Emergency,36,3.4464478698595076,4.265968943746089,0.75,5422.86,0.15422501564188612,1
APP000468,47,Male,Married,Grade 9-10,5,1,Casual,31978,Vavuniya,Rural,0.75,Rent,Three-wheeler,0,0,1,430,1,215512,24,1,0,1,1,0,500000,Education,24,6.73938332603665,15.635749577834762,0.6666666666666666,24962.05,0.7806007254987803,1
APP000469,40,Male,Married,Grade 5-8,2,0,Permanent,43105,Badulla,Rural,3.0,Own,Bicycle,0,1,0,709,1,51026,4,0,1,1,0,1,300000,Agriculture,24,1.1837605846189536,6.959749449019835,0.1111111111111111,14977.23,0.34745922746781116,1
APP000470,44,Male,Married,A/L Passed,4,0,Farmer,55499,Ampara,Rural,0.5,Own,Motorcycle,4,0,1,632,1,166408,14,1,1,0,1,0,300000,Business,24,2.9983963675021172,5.405502801852285,0.3888888888888889,14977.23,0.26986486242995367,1
APP000471,32,Male,Married,A/L Passed,5,4,Permanent,66641,Ampara,Urban,0.5,Own,None,0,0,1,736,0,0,8,0,1,0,1,1,300000,Debt Consolidation,36,0.0,4.501733167269399,0.2222222222222222,10845.72,0.1627484581563902,1
APP000472,55,Male,Single,Grade 5-8,7,2,Farmer,29628,Nuwara Eliya,Rural,0.5,Own,Bicycle,2,1,1,559,1,15260,1,0,0,1,0,0,150000,Education,6,0.5150533279330363,5.0627784528149045,0.027777777777777776,26328.78,0.8886452004860267,1
APP000473,53,Male,Married,Grade 9-10,7,2,Self-Employed,62032,Badulla,Urban,0.0,Own,None,0,1,0,615,0,0,8,0,1,0,2,0,500000,Wedding,6,0.0,8.060355945318545,0.2222222222222222,87762.61,1.4147957505803457,1
APP000474,53,Female,Divorced,A/L Passed,2,2,Self-Employed,85029,Ratnapura,Urban,0.75,Own,None,0,0,1,647,0,0,25,0,1,0,0,0,500000,Education,48,0.0,5.880346705241741,0.6944444444444444,14687.5,0.17273518446647615,0
APP000475,63,Female,Single,O/L Passed,5,2,Daily Wage,17748,Kandy,Urban,0.5,Family,Motorcycle,0,1,1,521,0,0,22,0,1,1,0,0,200000,Emergency,48,0.0,11.268875366238449,0.6111111111111112,5875.0,0.33102321388325445,1
APP000476,57,Female,Married,Grade 5-8,7,2,Daily Wage,33621,Kalutara,Rural,0.75,Own,Motorcycle,0,1,0,710,1,154729,27,0,1,0,3,0,300000,Debt Consolidation,6,4.60215341601975,8.92299455697332,0.75,52657.56,1.5662104042116534,1
APP000477,32,Female,Married,O/L Passed,2,4,Casual,16476,Nuwara Eliya,Rural,1.5,Rent,None,0,1,1,583,1,217989,5,1,0,0,0,0,500000,Emergency,48,13.23069919883467,30.347171643602817,0.1388888888888889,14687.5,0.8914481670308327,1
APP000478,23,Female,Widowed,Grade 9-10,6,3,Permanent,149558,Kandy,Urban,1.0,Own,Bicycle,0,1,1,684,0,0,3,0,0,1,2,0,100000,Housing,12,0.0,0.6686369167814493,0.08333333333333333,9168.0,0.06130063253052327,0
APP000479,21,Male,Married,O/L Passed,2,1,Farmer,58800,Kurunegala,Rural,1.0,Own,Three-wheeler,1,1,1,516,0,0,29,1,1,0,1,0,100000,Agriculture,48,0.0,1.7006802721088434,0.8055555555555556,2937.5,0.04995748299319728,0
APP000480,53,Female,Single,A/L Passed,3,2,Self-Employed,55788,Nuwara Eliya,Rural,2.0,Own,None,0,1,0,434,0,0,17,0,0,0,1,0,300000,Vehicle,6,0.0,5.377500537750054,0.4722222222222222,52657.56,0.9438868573886857,1
APP000481,60,Female,Single,A/L Passed,6,3,Permanent,119973,Matale,Rural,5.0,Family,None,0,1,1,515,0,0,29,0,1,1,1,0,25000,Emergency,48,0.0,0.2083802188825819,0.8055555555555556,734.37,0.006121127253632067,0
APP000482,30,Male,Married,O/L Passed,5,0,Daily Wage,24684,Hambantota,Rural,0.5,Rent,Motorcycle,0,1,1,629,1,222664,26,0,0,0,0,1,200000,Agriculture,6,9.020580132879598,8.10241451952682,0.7222222222222222,35105.04,1.422177929022849,1
APP000483,63,Male,Married,Diploma,6,4,Permanent,40922,Kilinochchi,Urban,0.0,Own,None,0,0,1,570,0,0,30,1,1,1,1,0,50000,Vehicle,6,0.0,1.2218366648746395,0.8333333333333334,8776.26,0.21446312496945408,0
APP000484,64,Female,Single,O/L Passed,6,3,Permanent,143690,Nuwara Eliya,Urban,0.25,Rent,Car,0,1,0,722,0,0,29,0,0,0,3,0,150000,Wedding,24,0.0,1.0439139814879255,0.8055555555555556,7488.62,0.05211650080033405,0
APP000485,49,Male,Married,A/L Passed,5,2,Permanent,94198,Ampara,Rural,1.0,Own,Motorcycle,0,1,1,815,0,0,11,0,0,1,0,0,75000,Debt Consolidation,18,0.0,0.7961952483067581,0.3055555555555556,4785.43,0.050801821694728126,0
APP000486,33,Female,Single,O/L Passed,5,2,Self-Employed,78739,Puttalam,Rural,0.0,Own,Bicycle,0,1,1,677,0,0,16,0,1,0,0,0,100000,Debt Consolidation,6,0.0,1.2700186692744384,0.4444444444444444,17552.52,0.22292028092812965,1
APP000487,32,Female,Married,Diploma,7,2,Farmer,26066,Kilinochchi,Rural,0.0,Own,Bicycle,5,1,1,642,0,0,33,1,1,0,0,0,150000,Agriculture,18,0.0,5.754622880380572,0.9166666666666666,9570.87,0.36717831658098676,0
APP000488,51,Male,Married,Diploma,3,3,Casual,27089,Polonnaruwa,Rural,0.0,Own,Motorcycle,0,1,1,635,1,162355,27,1,1,0,0,0,50000,Business,48,5.993392151795932,1.8457676547676178,0.75,1468.75,0.05421942485879878,1
APP000489,22,Male,Single,Grade 5-8,5,2,Casual,28408,Batticaloa,Rural,0.75,Own,None,0,0,0,680,1,273611,3,0,1,0,1,0,75000,Wedding,6,9.63147704871867,2.6401013798929878,0.08333333333333333,13164.39,0.46340432272599263,1
APP000490,55,Male,Married,Diploma,4,3,Casual,23167,Ratnapura,Rural,0.5,Rent,Three-wheeler,0,1,1,601,1,227844,33,1,1,1,1,0,100000,Vehicle,24,9.834851297103638,4.316484654897052,0.9166666666666666,4992.41,0.2154966115595459,1
APP000491,43,Male,Married,A/L Passed,4,2,Farmer,30816,Hambantota,Rural,0.0,Own,Motorcycle,3,1,1,666,1,147173,13,0,1,1,0,0,200000,Medical,24,4.775863187954309,6.490134994807892,0.3611111111111111,9984.82,0.32401414849428867,1
APP000492,37,Male,Divorced,A/L Passed,3,0,Permanent,51164,Ratnapura,Urban,0.0,Rent,None,0,0,0,593,1,97298,12,0,1,1,1,0,50000,Debt Consolidation,48,1.9016886873582988,0.9772496286451411,0.3333333333333333,1468.75,0.02870670784145102,1
APP000493,46,Female,Married,Grade 9-10,2,0,Daily Wage,32429,Puttalam,Rural,0.75,Own,Motorcycle,0,0,0,472,1,28083,2,1,1,0,0,1,50000,Business,48,0.8659841499892071,1.5418298436584539,0.05555555555555555,1468.75,0.045291251657467085,1
APP000494,28,Male,Married,A/L Passed,2,1,Permanent,130537,Kegalle,Urban,0.0,Own,None,0,1,1,599,1,179169,20,1,1,0,0,0,500000,Wedding,48,1.3725533756712656,3.830331630112535,0.5555555555555556,14687.5,0.11251599163455572,1
APP000495,49,Male,Married,Diploma,4,2,Pensioner,46415,Puttalam,Urban,0.0,Rent,None,0,0,0,567,1,223720,15,1,1,0,2,0,200000,Housing,18,4.819993536572229,4.308951847463105,0.4166666666666667,12761.16,0.27493611978886134,1
APP000496,46,Male,Married,Grade 9-10,5,2,Permanent,103653,Ratnapura,Urban,0.75,Rent,Motorcycle,0,1,1,613,1,152768,25,0,1,0,0,0,75000,Housing,24,1.473840602780431,0.7235680588116118,0.6944444444444444,3744.31,0.03612350824385208,1
APP000497,30,Female,Widowed,Degree,3,3,Farmer,24359,Hambantota,Rural,0.5,Family,Motorcycle,9,1,1,714,1,267416,5,0,1,0,0,0,75000,Vehicle,12,10.978118970401084,3.0789441274272344,0.1388888888888889,6876.0,0.28227759760252885,1
APP000498,46,Male,Married,Grade 5-8,2,3,Permanent,109900,Monaragala,Urban,0.0,Own,Motorcycle,0,0,1,378,0,0,17,1,1,0,0,0,100000,Agriculture,36,0.0,0.9099181073703366,0.4722222222222222,3615.24,0.03289572338489536,1
APP000499,54,Male,Married,Grade 5-8,2,2,Permanent,132501,Kandy,Urban,0.5,Rent,None,0,1,1,628,0,0,5,0,1,0,1,0,75000,Education,36,0.0,0.5660334638983857,0.1388888888888889,2711.43,0.020463468200239997,0
APP000500,61,Female,Single,O/L Passed,6,1,Daily Wage,22293,Jaffna,Rural,0.0,Rent,Motorcycle,0,0,1,644,1,115071,24,1,1,1,0,0,150000,Debt Consolidation,48,5.161754810927197,6.728569506122998,0.6666666666666666,4406.25,0.19765172924236307,1
APP000501,27,Female,Married,O/L Passed,4,2,Daily Wage,21332,Hambantota,Rural,1.0,Own,None,0,1,0,640,0,0,23,1,1,1,2,1,75000,Medical,6,0.0,3.5158447402962687,0.6388888888888888,13164.39,0.6171193512094506,1
APP000502,24,Male,Married,O/L Passed,5,3,Self-Employed,20615,Puttalam,Rural,0.0,Own,Motorcycle,0,1,1,518,1,72071,29,0,1,0,3,0,200000,Vehicle,24,3.4960465680329857,9.701673538685423,0.8055555555555556,9984.82,0.4843473199126849,1
APP000503,31,Female,Married,Grade 5-8,3,2,Farmer,30401,Batticaloa,Rural,0.0,Own,Motorcycle,2,1,1,773,1,64094,22,0,1,0,1,0,50000,Education,36,2.108285911647643,1.6446827406993192,0.6111111111111112,1807.62,0.05945922831485806,1
APP000504,49,Male,Married,Degree,2,3,Self-Employed,61936,Puttalam,Urban,1.0,Own,Motorcycle,0,1,1,461,1,98251,7,0,1,1,0,0,75000,Education,18,1.586331051407905,1.210927408938259,0.19444444444444445,4785.43,0.07726411134073884,1
APP000505,56,Male,Married,Grade 5-8,6,2,Daily Wage,21508,Gampaha,Urban,0.75,Own,Three-wheeler,0,1,0,535,0,0,8,0,0,1,2,0,300000,Debt Consolidation,18,0.0,13.948298307606471,0.2222222222222222,19141.73,0.8899818672122001,1
APP000506,45,Male,Married,Grade 5-8,4,4,Casual,30554,Jaffna,Urban,0.0,Family,Three-wheeler,0,1,0,539,0,0,5,1,1,0,3,0,500000,Debt Consolidation,48,0.0,16.36446946389998,0.1388888888888889,14687.5,0.48070629050206193,1
APP000507,41,Male,Widowed,Grade 5-8,4,3,Self-Employed,87875,Puttalam,Rural,0.0,Own,Car,0,1,0,568,0,0,32,0,1,1,1,0,100000,Education,18,0.0,1.1379800853485065,0.8888888888888888,6380.58,0.07260972972972973,0
APP000508,56,Female,Single,O/L Passed,3,1,Self-Employed,81700,Trincomalee,Rural,1.0,Rent,Car,0,1,1,735,0,0,32,0,0,1,0,0,150000,Education,6,0.0,1.8359853121175032,0.8888888888888888,26328.78,0.3222616891064871,0
APP000509,30,Male,Married,Diploma,2,4,Casual,23109,Anuradhapura,Urban,1.0,Rent,Motorcycle,0,1,1,571,1,299268,6,1,0,1,0,0,75000,Vehicle,36,12.950279112034272,3.2454887706088535,0.16666666666666666,2711.43,0.11733220823055951,1
APP000510,57,Male,Married,A/L Passed,3,2,Daily Wage,22288,Ratnapura,Rural,0.0,Own,Car,0,1,0,601,0,0,17,0,1,1,0,0,150000,Business,36,0.0,6.730078966259871,0.4722222222222222,5422.86,0.24330850681981334,1
APP000511,29,Female,Married,A/L Passed,3,3,Permanent,43317,Polonnaruwa,Estate,0.75,Own,Three-wheeler,0,1,1,737,0,0,5,0,0,1,0,0,75000,Housing,36,0.0,1.7314218436179791,0.1388888888888889,2711.43,0.06259505505921463,1
APP000512,44,Female,Single,Grade 5-8,7,4,Permanent,112298,Gampaha,Rural,0.0,Own,Motorcycle,0,1,0,586,0,0,20,1,1,0,0,0,150000,Debt Consolidation,18,0.0,1.3357317138328377,0.5555555555555556,9570.87,0.08522743058647528,0
APP000513,55,Male,Married,O/L Passed,6,1,Self-Employed,89001,Puttalam,Rural,0.5,Rent,None,0,1,1,584,1,295547,25,1,1,1,3,0,300000,Debt Consolidation,48,3.320715497578679,3.370748643273671,0.6944444444444444,8812.5,0.09901574139616409,0
APP000514,55,Female,Married,O/L Passed,4,3,Farmer,43622,Trincomalee,Urban,0.0,Family,None,7,1,1,767,0,0,14,0,0,1,1,0,75000,Emergency,18,0.0,1.7193159414974095,0.3888888888888889,4785.43,0.10970221447893265,1
APP000515,56,Male,Single,O/L Passed,7,4,Permanent,145695,Kurunegala,Urban,0.0,Own,Three-wheeler,0,1,0,687,1,12422,29,1,0,0,0,1,75000,Vehicle,6,0.08526030405985106,0.5147740142077628,0.8055555555555556,13164.39,0.0903558117986204,1
APP000516,38,Female,Married,Grade 5-8,5,4,Casual,21800,Trincomalee,Rural,0.0,Family,Bicycle,0,1,0,460,0,0,10,0,1,1,0,0,25000,Debt Consolidation,48,0.0,1.146788990825688,0.2777777777777778,734.37,0.03368669724770642,1
APP000517,59,Female,Married,A/L Passed,4,4,Daily Wage,28493,Gampaha,Rural,0.25,Own,Three-wheeler,0,1,1,484,0,0,7,1,0,1,0,0,50000,Education,12,0.0,1.7548169725897589,0.19444444444444445,4584.0,0.1608816200470291,1
APP000518,52,Female,Married,O/L Passed,4,0,Permanent,65539,Puttalam,Rural,0.25,Rent,Bicycle,0,1,1,739,1,115894,4,0,1,1,1,0,100000,Debt Consolidation,36,1.7683211522910023,1.5258090602541998,0.1111111111111111,3615.24,0.05516165946993393,1
APP000519,44,Male,Married,A/L Passed,6,2,Farmer,54651,Colombo,Rural,0.25,Own,Bicycle,8,0,0,487,1,154527,7,0,0,1,0,0,100000,Emergency,6,2.827523741560081,1.8297926844888475,0.19444444444444445,17552.52,0.32117472690344184,1
APP000520,43,Male,Married,O/L Passed,5,3,Farmer,20600,Kilinochchi,Rural,0.0,Own,Motorcycle,6,1,1,552,0,0,4,0,1,1,0,0,25000,Business,18,0.0,1.2135922330097086,0.1111111111111111,1595.14,0.07743398058252428,1
APP000521,52,Male,Married,Grade 5-8,2,3,Self-Employed,91054,Kegalle,Rural,0.0,Own,Three-wheeler,0,1,0,620,1,233730,9,0,0,0,0,0,75000,Debt Consolidation,12,2.566938300349243,0.8236870428536912,0.25,6876.0,0.0755156280888264,1
APP000522,57,Male,Married,O/L Passed,5,3,Daily Wage,31627,Jaffna,Urban,1.0,Own,None,0,1,0,571,1,188181,14,0,1,1,1,0,50000,Emergency,24,5.950011066493818,1.580927688367534,0.3888888888888889,2496.21,0.07892655009959844,1
APP000523,32,Male,Married,Grade 9-10,2,4,Farmer,47369,Matale,Rural,0.0,Own,Three-wheeler,1,1,1,748,1,156553,2,1,1,1,0,0,150000,Emergency,12,3.3049673837319764,3.1666279634360026,0.05555555555555555,13752.0,0.2903164516878127,1
APP000524,33,Female,Married,Diploma,5,2,Self-Employed,36689,Ampara,Rural,0.75,Rent,Motorcycle,0,0,0,354,0,0,9,1,1,0,1,1,25000,Vehicle,6,0.0,0.6814031453569189,0.25,4388.13,0.11960342336940227,1
APP000525,43,Male,Married,O/L Passed,3,1,Self-Employed,58469,Ratnapura,Rural,0.0,Own,Bicycle,0,1,1,648,1,52478,6,1,1,1,2,0,100000,Debt Consolidation,12,0.8975354461338487,1.7103080264755683,0.16666666666666666,9168.0,0.15680103986728008,1
APP000526,45,Male,Single,Grade 9-10,5,3,Farmer,48403,Matale,Rural,0.25,Rent,Bicycle,7,0,1,571,1,82296,23,0,1,1,1,0,100000,Emergency,18,1.700225192653348,2.0659876453938804,0.6388888888888888,6380.58,0.13182199450447285,1
APP000527,55,Female,Married,Degree,7,2,Self-Employed,20958,Ratnapura,Rural,0.5,Own,None,0,0,0,731,1,51670,25,1,1,1,0,0,200000,Agriculture,12,2.4654070044851606,9.5428953144384,0.6944444444444444,18336.0,0.8748926424277126,1
APP000528,61,Male,Married,O/L Passed,7,2,Daily Wage,33654,Monaragala,Estate,3.0,Rent,None,0,1,1,546,1,30954,33,1,1,0,3,0,300000,Vehicle,18,0.9197717953289356,8.914244963451596,0.9166666666666666,19141.73,0.568780234147501,1
APP000529,50,Female,Married,Grade 5-8,6,0,Casual,22595,Mannar,Rural,0.0,Rent,Bicycle,0,0,1,549,0,0,7,0,0,0,0,1,200000,Emergency,12,0.0,8.851515822084531,0.19444444444444445,18336.0,0.8115069705687099,1
APP000530,37,Male,Married,O/L Passed,2,3,Casual,42244,Kandy,Rural,0.0,Rent,None,0,1,1,569,0,0,4,0,1,1,0,0,100000,Vehicle,6,0.0,2.3672000757504024,0.1111111111111111,17552.52,0.41550326673610455,1
APP000531,40,Male,Single,Grade 9-10,4,4,Permanent,99074,Monaragala,Rural,0.5,Own,None,0,1,1,583,1,43341,35,0,1,0,2,0,75000,Debt Consolidation,24,0.43746088782122455,0.7570099117831116,0.9722222222222222,3744.31,0.037793063770514966,1
APP000532,45,Male,Single,A/L Passed,6,2,Permanent,90021,Nuwara Eliya,Rural,2.0,Own,Three-wheeler,0,0,1,590,0,0,25,0,0,0,2,1,200000,Housing,36,0.0,2.221703824663134,0.6944444444444444,7230.48,0.08031992535075148,0
APP000533,42,Male,Married,A/L Passed,7,2,Permanent,118940,Puttalam,Rural,5.0,Rent,Motorcycle,0,0,0,635,1,37419,9,1,1,1,0,0,150000,Emergency,12,0.3146040020178241,1.261140070623844,0.25,13752.0,0.11562132167479401,0
APP000534,33,Female,Married,Degree,7,1,Daily Wage,30014,Hambantota,Rural,0.25,Own,Motorcycle,0,1,0,734,1,59659,32,0,1,1,2,1,150000,Agriculture,24,1.9877057373225828,4.997667755047645,0.8888888888888888,7488.62,0.24950423135869926,1
APP000535,39,Male,Married,O/L Passed,2,0,Farmer,27983,Mannar,Rural,0.25,Own,None,4,0,1,550,1,229727,35,0,1,0,0,0,150000,Housing,12,8.209520065754209,5.360397384126077,0.9722222222222222,13752.0,0.4914412321766787,1
APP000536,56,Female,Married,O/L Passed,7,2,Farmer,53371,Batticaloa,Rural,0.5,Own,Three-wheeler,9,1,0,531,1,143294,30,1,0,1,2,0,75000,Business,48,2.684866313166326,1.4052575368645894,0.8333333333333334,2203.12,0.04127934646156152,1
APP000537,32,Male,Married,A/L Passed,7,2,Self-Employed,79315,Ampara,Rural,0.5,Rent,Three-wheeler,0,1,1,559,0,0,24,0,0,1,0,0,300000,Housing,24,0.0,3.782386685998865,0.6666666666666666,14977.23,0.18883225115047594,0
APP000538,61,Male,Married,Grade 5-8,2,4,Farmer,42642,Vavuniya,Rural,0.5,Rent,Motorcycle,6,0,0,600,1,235971,12,0,0,0,0,0,100000,Wedding,18,5.533769523005487,2.3451057642699684,0.3333333333333333,6380.58,0.14963134937385675,1
APP000539,39,Female,Married,O/L Passed,7,4,Self-Employed,99003,Kegalle,Urban,1.5,Rent,Three-wheeler,0,1,1,779,0,0,0,0,1,1,0,0,200000,Business,24,0.0,2.020140803814026,0.0,9984.82,0.10085371150369181,0
APP000540,32,Male,Married,O/L Passed,4,1,Daily Wage,12205,Polonnaruwa,Rural,0.75,Own,Three-wheeler,0,1,0,493,0,0,35,0,1,1,2,0,300000,Education,36,0.0,24.58009012699713,0.9722222222222222,10845.72,0.888629250307251,1
APP000541,29,Female,Married,Grade 5-8,3,1,Casual,42409,Ratnapura,Rural,0.25,Own,Motorcycle,0,1,1,819,1,103901,35,0,1,1,1,1,300000,Vehicle,24,2.4499752411044824,7.073970147845976,0.9722222222222222,14977.23,0.35316159305807726,1
APP000542,27,Female,Married,O/L Passed,6,1,Daily Wage,24442,Galle,Estate,0.25,Family,Motorcycle,0,1,1,615,0,0,23,1,1,0,3,0,200000,Business,36,0.0,8.182636445462729,0.6388888888888888,7230.48,0.29582194583094673,0
APP000543,48,Female,Married,Diploma,4,4,Farmer,44290,Kegalle,Rural,0.5,Own,None,4,1,0,499,1,126921,26,0,0,0,1,0,100000,Education,36,2.865680740573493,2.2578460149017836,0.7222222222222222,3615.24,0.08162655226913525,1
APP000544,34,Female,Married,Diploma,4,4,Casual,41108,Monaragala,Rural,0.25,Own,None,0,1,1,515,0,0,17,0,0,0,1,0,75000,Emergency,24,0.0,1.8244623917485647,0.4722222222222222,3744.31,0.09108470370730758,1
APP000545,51,Male,Married,Grade 5-8,3,0,Self-Employed,25691,Anuradhapura,Urban,0.25,Own,None,0,1,0,406,1,35162,14,0,1,0,0,0,50000,Debt Consolidation,36,1.3686505001751585,1.9462068428632595,0.3888888888888889,1807.62,0.0703600482659297,1
APP000546,39,Male,Married,Grade 5-8,6,3,Self-Employed,58909,Kandy,Rural,0.0,Own,None,0,1,1,610,0,0,16,0,1,0,0,0,75000,Wedding,36,0.0,1.2731501128859766,0.4444444444444444,2711.43,0.04602743214109898,0
APP000547,36,Male,Married,Grade 9-10,4,3,Permanent,147833,Kilinochchi,Urban,0.0,Own,None,0,1,0,755,1,86893,28,1,1,0,0,0,75000,Medical,48,0.5877781009652784,0.5073292160748953,0.7777777777777778,2203.12,0.01490276190025231,0
APP000548,25,Female,Married,Diploma,7,0,Self-Employed,39504,Matara,Rural,0.25,Own,Three-wheeler,0,0,1,603,1,193874,4,0,1,0,1,0,100000,Wedding,18,4.907705548805184,2.5313892264074522,0.1111111111111111,6380.58,0.16151731470230862,1
APP000549,55,Female,Married,Grade 5-8,3,3,Casual,21728,Nuwara Eliya,Rural,1.0,Own,None,0,1,1,650,1,55569,10,1,1,0,2,0,150000,Wedding,6,2.557483431516937,6.903534609720177,0.2777777777777778,26328.78,1.211744293078056,1
APP000550,32,Male,Married,A/L Passed,6,4,Permanent,88051,Kegalle,Rural,0.0,Own,Car,0,1,0,692,0,0,15,0,0,0,0,0,300000,Wedding,18,0.0,3.407116330308571,0.4166666666666667,19141.73,0.21739366957785827,1
APP000551,45,Female,Married,Grade 5-8,5,3,Daily Wage,18030,Jaffna,Rural,0.5,Family,Motorcycle,0,0,1,691,1,127937,33,1,0,1,1,0,100000,Emergency,6,7.095784803105935,5.546311702717693,0.9166666666666666,17552.52,0.9735174708818636,1
APP000552,41,Male,Married,O/L Passed,2,4,Self-Employed,69330,Galle,Rural,0.0,Own,None,0,1,0,502,0,0,16,1,0,0,2,0,200000,Medical,6,0.0,2.8847540747151306,0.4444444444444444,35105.04,0.5063470359151883,1
APP000553,56,Female,Married,O/L Passed,7,0,Daily Wage,33551,Galle,Urban,0.0,Own,Bicycle,0,1,1,658,1,37277,32,0,1,0,0,0,50000,Medical,18,1.1110548120771362,1.4902685463920597,0.8888888888888888,3190.29,0.0950877768173825,1
APP000554,43,Male,Single,A/L Passed,3,1,Farmer,31383,Kandy,Urban,3.0,Rent,None,1,1,0,788,1,67899,30,1,1,1,1,0,25000,Debt Consolidation,36,2.1635598891119394,0.7966096294172004,0.8333333333333334,903.81,0.028799349966542393,1
APP000555,36,Female,Divorced,Grade 9-10,2,0,Casual,31496,Kalutara,Rural,1.5,Family,Car,0,1,1,826,0,0,17,0,1,0,0,0,200000,Emergency,48,0.0,6.3500127000254,0.4722222222222222,5875.0,0.18653162306324614,0
